Video ID,Frames,FPS
OO-5-eVEKPA_25_31,180.0,29
dabI5gfaFm4_19_25,180.0,29
aeA-HN7BMdo_52_58,180.0,29
pdrBPJYfTC8_33_39,180.0,29
iTA0rWPE4nY_17_23,180.0,29
iarsmqA3dck_19_25,180.0,29
sJSmRik2c-c_1_7,180.0,29
b24_bb57PPk_631_637,180.0,29
Lyp7MiaCXNE_114_120,180.0,29
MW21lp833Vo_143_149,180.0,29
onW5hJXnI5s_10_16,180.0,29
_xf24TYgbuY_14_20,180.0,29
ok4cM6WTA5E_178_184,180.0,29
t4vP-cXXWkY_14_20,180.0,29
BGG0uYWZBdw_6_12,180.0,29
oRBgVOiZVsc_16_22,180.0,29
BApIQn69EVE_10_16,180.0,29
-s4-6QTT7HE_235_241,180.0,29
NoCgvH4xZHo_68_74,180.0,29
zHy7pM0U49w_110_116,180.0,29
-wa0umYJVGg_117_123,180.0,29
AdcgmBtE99c_108_114,180.0,29
cnsjm3fNEec_4_10,180.0,29
R0e8ojL0vcc_8_14,180.0,29
kBjUDCyDCuI_20_26,180.0,29
VuCFgiWfVF4_0_6,180.0,29
ZbtpcGi2DWY_56_62,180.0,29
5EXVeP6R3yc_105_108,180.0,59
WPG-BIWOrG4_683_689,180.0,29
WPG-BIWOrG4_755_761,180.0,29
5AEldiUP408_65_71,180.0,29
ZYaxg5NZW_g_21_27,180.0,29
0hyZ__3YhZc_364_370,180.0,29
bQJQGoJF7_k_120_126,180.0,29
0hyZ__3YhZc_388_394,180.0,29
0hyZ__3YhZc_418_424,180.0,29
WTf5EgVY5uU_98_104,180.0,29
2YhDTpzxd3c_174_180,180.0,29
klFyrnrUSck_79_85,180.0,29
0hyZ__3YhZc_562_568,180.0,29
klFyrnrUSck_13_19,180.0,29
4QdX5Q3qQsQ_38_44,180.0,29
hReROJQpSow_24_30,180.0,29
WTf5EgVY5uU_33_39,180.0,29
5dZ8PXABC30_14_20,180.0,29
5l6acVf12S4_7_13,180.0,29
0hyZ__3YhZc_289_295,180.0,29
R1UrFBF_0iU_35_41,180.0,29
0wutCy2ZGOQ_4_10,180.0,29
mHv4iJ9Yr1g_10_16,180.0,29
SKhmFSV-XB0_12_18,180.0,29
8MVo7fje_oE_130_136,180.0,29
27mxaePkYB4_8_14,180.0,29
bQJQGoJF7_k_109_115,180.0,29
0M-PyX2DbZc_25_31,180.0,29
L6dEUQ6WiHY_136_142,180.0,29
vRC9sBNt9vs_10_16,180.0,29
6t0BpjwYKco_53_59,180.0,29
UXs3eq68ZjE_498_504,180.0,29
qeKX-N1nKiM_37_43,180.0,29
lsanQj2yacs_102_108,180.0,29
lfGlDg47How_361_367,180.0,29
6mYnZbIwcNo_10_16,180.0,29
60x_yxy7Sfw_1_7,180.0,29
VZ6H73nH7xs_27_33,180.0,29
VahnQw2gTQY_274_280,180.0,29
mmSQTI6gMNQ_15_21,180.0,29
UXs3eq68ZjE_194_200,180.0,29
RZL9irxnhZ0_34_40,180.0,29
IpHJffM3G1c_412_418,180.0,29
KPPCwmU5OHQ_480_486,180.0,29
po2tcrG6KzM_2_8,180.0,29
IhwPQL9dFYc_24_30,180.0,29
IAvBB2lv8iw_142_148,180.0,29
KPPCwmU5OHQ_56_62,180.0,29
GopEjCCu2jo_2_9,180.0,30
IhwPQL9dFYc_137_143,180.0,29
-_hbPLsZvvo_5_8,180.0,59
zv2RIbUsnSw_335_341,180.0,29
GWQTAe64m-0_160_166,180.0,29
KeSQ5Rv7eH8_73_79,180.0,29
qOiN__I1-Zo_2_8,180.0,29
IiIiY6o-C9k_49_55,180.0,29
KPPCwmU5OHQ_424_430,180.0,29
F3pmw2ga244_59_65,180.0,29
IpHJffM3G1c_464_470,180.0,29
IhwPQL9dFYc_130_136,180.0,29
zlS1_zBYluY_15_21,180.0,29
g1Gldu1KS44_8_14,180.0,29
eyhzdC936uk_15_27,181.0,15
f_GnkweYzzI_35_41,181.0,30
6pcqRuFEMLs_46_52,181.0,30
rq2p5ML8-WI_63_69,181.0,30
o4pL7FObqds_72_78,181.0,30
K1ZM0LSLVw8_488_494,181.0,30
YndZ9YulpTo_61_76,181.0,12
h0JvF9vpqx8_36_42,181.0,30
8mSUD7JGNO0_198_204,181.0,30
nhm_APPwhWk_6_12,181.0,30
rwHT2SuNOi8_195_201,181.0,30
_KMoC6ZdeXs_10_16,181.0,30
_7nP9z6T9m8_11_17,181.0,30
AEKPjVHSVZc_0_12,181.0,15
v-9Gx0gJmfo_26_32,181.0,30
m1NR0uNNs5Y_104_110,181.0,30
m1NR0uNNs5Y_123_129,181.0,30
m1NR0uNNs5Y_160_166,181.0,30
idRc_KkInds_0_6,181.0,30
Z3rj9LbCOaM_0_12,181.0,15
m1NR0uNNs5Y_224_230,181.0,30
9zXqkHvs0po_59_65,181.0,30
m1NR0uNNs5Y_88_94,181.0,30
m7x8uIdg2XU_67_73,181.0,30
SFFfhAUEoj0_10_16,181.0,30
gqxpGOHUH9k_113_119,181.0,30
m1NR0uNNs5Y_192_198,181.0,30
K1ZM0LSLVw8_481_487,181.0,30
3eqFFRSXwGE_84_96,181.0,15
fcvW1vr8hAs_96_102,181.0,30
kzyFBlNRohs_82_88,181.0,30
-DRy7rBg0IQ_31_37,181.0,30
yd8jh9QYfEs_4_10,181.0,30
WZTGqvbqOFE_28_34,181.0,30
aC-KOYQsIvU_25_31,181.0,30
4t5POXt2e68_5_11,181.0,30
qypmR4O1Gwk_0_10,182.0,52
i2sRHf9m5KM_28_42,183.0,13
yBK02O1Oewc_20_35,189.0,59
xxHx6s_DbUo_240_248,192.0,23
-joBOHlg5J0_72_80,192.0,23
p69Q8lTkZTc_21_29,192.0,23
4Tn5S48sCwg_110_118,192.0,23
uO7Eysrs8_k_106_114,192.0,23
c75SIlAjfjg_6_14,193.0,24
a0g7wtBkS98_34_42,193.0,24
nwk4m329bLw_2_10,193.0,24
TZ860P4iTaM_15_28,195.0,14
gbUhorqLCzU_10_23,197.0,15
QVSt5USMkMg_43_50,198.0,28
RieF9wrFd8s_1_8,198.0,29
u9prcUCHlqM_503_511,200.0,24
urNX3e1Wbc8_30_38,201.0,25
OpR1Er5o6IY_209_217,201.0,25
p6cg2jWI34M_34_42,201.0,25
5U3xz9Ovmhk_214_222,201.0,25
ao-9B8IV9_E_87_95,201.0,25
e4QGnppJ-ys_6_14,201.0,25
q9ew_nITQWY_54_62,201.0,25
JYNzY9jmsQQ_2_10,201.0,25
kRNHJSc4AXE_220_228,201.0,25
8jP8CC2rKj4_80_88,201.0,25
uJPupV4oLZ0_4_12,201.0,25
D1X6qXkLjYE_41_49,201.0,25
8z-XGiU1KN4_9_17,201.0,25
3_51FhosiVY_93_101,201.0,25
3mbBbFH9fAg_21_29,201.0,25
pDvzOLRLjPc_0_8,201.0,25
_9iG5Ge01PM_3_11,201.0,25
6eokrw6_bjU_1_9,201.0,25
73vUksucPz8_12_20,201.0,25
v5CeGLEnVFE_0_8,201.0,25
Gw0FU733zzg_58_66,201.0,25
HVR7KpItLfA_62_70,201.0,25
MWvCcwTw7Ac_78_86,201.0,25
NVGGgncVq-4_12_20,201.0,25
z_qf7tOnHVg_81_89,201.0,25
zbAk0gX7kas_16_24,201.0,25
0SMOK2ql7Pg_5_12,210.0,29
UbmZAe5u5FI_26_33,210.0,29
UbmZAe5u5FI_16_23,210.0,29
0lh_UWF9ZP4_103_110,210.0,29
qDjtN7xxNr4_44_51,210.0,29
0RWJEOScToE_414_421,210.0,29
mZVPkPqwzR4_38_45,210.0,29
c76tShLfQb0_74_81,210.0,29
mfJjIOfj6D8_3_10,210.0,29
4cgzdXlJksU_83_90,210.0,29
EwTZ2xpQwpA_14_21,210.0,29
cUW_bXll6YM_462_469,210.0,29
Je3V7U5Ctj4_488_495,210.0,29
Je3V7U5Ctj4_504_511,210.0,29
W_iR4YVCxUY_8_15,210.0,29
WFNXwor69-U_33_40,210.0,29
wFX6bXLbHW4_83_90,210.0,29
6owu8Mow0_g_527_534,210.0,29
msCidKHOh74_392_399,210.0,29
fEsrO_poIUg_161_168,210.0,29
kquB3rIgfGk_525_532,210.0,29
q6vz80UkVtw_0_7,210.0,29
IpHJffM3G1c_439_446,210.0,29
98shpdib9sg_55_62,210.0,29
hJuqBDw_TT4_105_112,210.0,29
YS1mzzhmWWA_9_16,210.0,29
8PQiaurIiDM_173_180,210.0,29
0lh_UWF9ZP4_138_145,210.0,29
6t0BpjwYKco_240_247,210.0,29
VahnQw2gTQY_203_210,210.0,29
eroAmLZ85DI_28_35,210.0,29
XZ0Ch_ClBfo_120_127,210.0,29
XdB0pVjFYoU_1_8,210.0,29
XNV7hKVu-Xg_40_47,210.0,29
XEOH3t5AYY0_22_29,210.0,29
WTf5EgVY5uU_76_83,210.0,29
TdYN7cePiRI_6_13,210.0,29
fjDvKHkmxs0_119_126,210.0,29
fr9H1WLcF1A_141_148,210.0,29
UDwvax7K57c_28_35,210.0,29
VahnQw2gTQY_298_305,210.0,29
FGjtmhI-Rmk_30_37,210.0,29
7uF-2adCsI0_60_67,210.0,29
-8y1Q0rA3n8_95_102,210.0,29
Xxcv5jvRmcg_39_46,210.0,29
4UOVKok7j1U_1_8,210.0,29
kquB3rIgfGk_537_544,210.0,29
8D_oQnBPfNo_43_50,210.0,29
SZP3Jpbbwj0_52_59,210.0,29
m1c04pCYGxA_57_64,210.0,29
0hyZ__3YhZc_341_348,210.0,29
6t0BpjwYKco_46_53,210.0,29
bnN_o0Hkn3M_73_80,210.0,29
W8_63NiTENw_23_30,210.0,29
yyxtyCaEVqk_321_328,210.0,29
0hyZ__3YhZc_410_417,210.0,29
TZ860P4iTaM_10_24,210.0,14
Je3V7U5Ctj4_569_576,210.0,29
5E66Gk3V1Bc_23_30,210.0,29
ACOmKiJDkA4_23_30,210.0,29
ACOmKiJDkA4_47_54,210.0,29
sb1dX5xAFvk_10_17,210.0,29
jPBxl9gFqNY_110_117,210.0,29
ACOmKiJDkA4_67_74,210.0,29
C2rDp6FnbP0_10_17,210.0,29
C1MNCR1o9lU_0_7,210.0,29
onW5hJXnI5s_126_133,210.0,29
0lh_UWF9ZP4_62_69,210.0,29
qeKX-N1nKiM_123_130,210.0,29
DlOhXqKcLXk_7_14,210.0,29
toE0QYZzJKE_1_8,210.0,29
MJNStEgDKXU_3_10,210.0,29
MJoxGpEswOI_9_16,210.0,29
ACOmKiJDkA4_175_182,210.0,29
i2GgBwlwV0c_24_31,210.0,29
iyAoiWeD53k_120_127,210.0,29
nq4hG6qgyPs_370_377,210.0,29
NoCgvH4xZHo_56_63,210.0,29
_ZwwKOzpt2I_69_76,210.0,29
tIMDKdMnNYM_266_273,210.0,29
BE_uxYK9uz0_49_56,210.0,29
KIEWo_xJ5nU_0_7,210.0,29
_pj2Nutu5v8_1_8,210.0,29
o_mWZWcm2r4_47_54,210.0,29
1dfR0A_BXjw_401_408,210.0,29
MrQd1zUVRUM_103_110,210.0,29
1dfR0A_BXjw_441_448,210.0,29
qeKX-N1nKiM_52_59,210.0,29
omIPdpxg--4_39_46,210.0,29
uiLr9bdOL0M_23_30,210.0,29
jW77z3-SrO4_56_63,210.0,29
htry5uxX0-Y_45_52,210.0,29
PeUHy0A1GF0_114_121,210.0,29
uH8ObB_dyOk_159_166,210.0,29
ACOmKiJDkA4_121_128,210.0,29
bQJQGoJF7_k_162_169,210.0,29
ACOmKiJDkA4_146_153,210.0,29
-8y1Q0rA3n8_108_115,210.0,29
jsEUFYhiqxU_121_128,210.0,29
PeUHy0A1GF0_78_85,210.0,29
LYSPQqUvNO0_43_57,210.0,14
Je3V7U5Ctj4_997_1004,210.0,29
0lh_UWF9ZP4_183_190,210.0,29
0lh_UWF9ZP4_148_155,210.0,29
PeUHy0A1GF0_105_112,210.0,29
Z3XarHZ3HpY_10_17,210.0,29
aeA-HN7BMdo_34_41,210.0,29
2MCpA01Sn_c_75_82,210.0,29
vE1gvaM3iAs_39_46,211.0,30
OBLIjdMIIt8_54_61,211.0,30
FCjpuJaUec0_19_26,211.0,30
-uT_1VDvXok_8_15,211.0,30
1rECrfrdNTo_200_207,211.0,30
4PcL6-mjRNk_11_18,211.0,30
q5ZRMvjzhXQ_15_29,211.0,15
inzk2fTUe1w_1_15,211.0,15
Puh1n8DTKw8_2_9,211.0,30
NUYu9c9XsgY_7_21,211.0,15
s8utHZYTNTs_35_42,211.0,30
N3A7944_UJw_63_70,211.0,30
fnpp8v9NbmY_181_188,211.0,30
5JLi7L1Kwp8_23_30,211.0,30
4ge5_V-xhP0_35_42,211.0,30
I_-Nb_0RxpM_1_15,211.0,15
6FmN22YcVVE_11_18,211.0,30
eKtsMfmQ_0s_61_68,211.0,30
8mSUD7JGNO0_174_181,211.0,30
f9_bP219ehQ_63_70,211.0,30
HPFLN5azwtA_56_63,211.0,30
m1NR0uNNs5Y_273_280,211.0,30
m1NR0uNNs5Y_57_64,211.0,30
u9E9HpuJQ7U_29_43,211.0,15
8VUbN3hkdBo_36_50,211.0,15
bqMmyY1ImkI_0_14,211.0,15
hkkmKk9LcQk_36_43,211.0,30
F44bLc6t7-I_1_8,211.0,30
uy0HNWto0UY_18_25,211.0,30
AGRFy5hDQiY_31_38,211.0,30
NV6pq1W-I4g_7_16,216.0,23
TXabUVUxJqI_22_31,216.0,23
pFSoWsocv0g_8_17,216.0,23
JnNe61UZsdM_42_51,216.0,23
zfQOH4UGU_I_1_10,216.0,23
vloe_60s_dk_0_9,217.0,24
nau1vCzyFQ4_37_54,217.0,15
Ugb_uH72d0I_8_17,217.0,24
ybVb3t560oY_0_9,217.0,24
pGsU4FekJQM_10_18,220.0,29
Xh6rdpJNaf0_0_15,221.0,14
Ow_o78zjo14_42_57,225.0,14
-Ms9tsWmhyU_80_95,225.0,14
4kQnrKvOTNg_15_24,226.0,25
Ce7equ9zCxk_4_19,226.0,15
LuQ0KiMMhoI_49_64,226.0,15
a28s_wyqkyc_68_77,226.0,25
xEDCfcMZlZY_91_100,226.0,25
6q1dX6thX3E_286_295,226.0,25
wjH72cZ0GLM_1_10,226.0,25
5CS4nLI2ZX8_50_59,226.0,25
ywHBKayhyvQ_19_28,226.0,25
FvfjDQj5sOY_1_10,226.0,25
1qxMJLkHDLw_0_9,226.0,25
KpmVL4ANieA_0_9,226.0,25
dtwXtwJByYk_5_14,226.0,25
SJZFNwfcSOw_3_18,226.0,15
8e0yXMa708Y_24_33,226.0,25
ngHDYzhDBk4_5_14,226.0,25
bmOy6p87TWI_26_35,226.0,25
d7eGypGOlOc_13_22,226.0,25
aHiUM8uWxxo_17_25,227.0,28
j4dMnAPZu70_12_17,231.0,59
74tRCYS_534_49_57,233.0,29
labytsb3gfI_146_154,233.0,29
WTf5EgVY5uU_16_24,240.0,29
bQJQGoJF7_k_145_153,240.0,29
yPNFVj-pISU_105_115,240.0,23
2R_OAYQIkXM_14_22,240.0,29
kWLNZzuo3do_192_196,240.0,59
4Hhdr1IPOGs_90_98,240.0,29
HAjwXjwN9-A_16_24,240.0,29
fMFvOgb4k6E_35_43,240.0,29
H9Oplnr8WcE_24_34,240.0,23
11xs9mFKObs_0_8,240.0,29
YUlG_PKzpvc_0_8,240.0,29
2mUMTFnQWaw_1_9,240.0,29
39Ce7I6nXIw_96_104,240.0,29
4-1gpwkD7Hc_7_15,240.0,29
GzlnqrzdYHU_32_40,240.0,29
kWLNZzuo3do_228_232,240.0,59
WTf5EgVY5uU_108_116,240.0,29
kWLNZzuo3do_38_42,240.0,59
iLr7ZHAq1ro_7_11,240.0,59
1dfR0A_BXjw_524_532,240.0,29
4eJJF11bIxM_1_9,240.0,29
HypgcCT1r68_38_46,240.0,29
_SNE2MYAotU_41_49,240.0,29
_O9kWD8nuRU_77_81,240.0,59
b97TK8XVLHE_40_50,240.0,23
jTnrm338_KY_34_42,240.0,29
_O9kWD8nuRU_45_49,240.0,59
_1vy2HIN60A_32_40,240.0,29
2I20ZTFHheg_96_104,240.0,29
xTd_IdIcB4s_2_10,240.0,29
0lh_UWF9ZP4_38_46,240.0,29
Xp6rxW4hFFo_32_40,240.0,29
0lh_UWF9ZP4_199_207,240.0,29
kWLNZzuo3do_76_80,240.0,59
4QdX5Q3qQsQ_6_14,240.0,29
gXVaC3gBWbc_22_30,240.0,29
uO7Eysrs8_k_80_90,240.0,23
7HcYJKMxpcg_20_28,240.0,29
TnPOZVHB3x0_45_55,240.0,23
cWOPC2kt_IA_8_16,240.0,29
nohvigNMsbo_199_207,240.0,29
TgFmoZj3NoM_10_18,240.0,29
OE6H_M52Sng_89_97,240.0,29
tmAX2PnRCY0_284_292,240.0,29
TF6LNmwDr_0_2_10,240.0,29
DKgHYLDebx0_0_8,240.0,29
hEOGZoYSvT4_82_86,240.0,59
SrDE9-cDz48_4_12,240.0,29
-wa0umYJVGg_168_176,240.0,29
8NFoN0K3bPg_20_28,240.0,29
8PQiaurIiDM_143_151,240.0,29
mF6ijhSrbBQ_32_40,240.0,29
J_evFB7RIKA_104_120,240.0,14
8PQiaurIiDM_247_255,240.0,29
05gNigkqfNU_24_32,240.0,29
ufFT2BWh3BQ_0_8,240.0,29
9OvXb1fot74_21_29,240.0,29
9HTUcMjWB3g_143_151,240.0,29
EXyp0Q7L1zE_30_38,240.0,29
nZSFn51l3hc_318_326,240.0,29
x8Ul09tk6zk_0_8,240.0,29
PQbkdRbir0M_45_53,240.0,29
QqYWLR47eLI_10_18,240.0,29
msCidKHOh74_410_418,240.0,29
PCXHuseKwDc_68_76,240.0,29
ACOmKiJDkA4_57_65,240.0,29
JnNe61UZsdM_78_88,240.0,23
mmSQTI6gMNQ_120_128,240.0,29
g8LUhxR-6Wg_0_8,240.0,29
K2LxyytY3Dw_104_112,240.0,29
AysIdzGF-7M_6_14,240.0,29
Puv_4NtflqE_26_34,240.0,29
lKpGc3SCSVw_12_20,240.0,29
sm0OYD0NSbQ_51_59,240.0,29
wgrrQwLdME8_66_74,240.0,29
ByGspTdA1ug_16_24,240.0,29
sFExO_PW22s_10_18,240.0,29
MW21lp833Vo_8_16,240.0,29
MWzeInQaUk4_12_20,240.0,29
wSwwS_0MKEc_68_78,240.0,23
B4foOe9kUgY_0_8,240.0,29
e996zZ0uV_A_68_72,240.0,59
5OvgDatToBU_0_8,240.0,29
-dm-ds5rRaM_44_52,240.0,29
sRKQfxxEP4M_117_125,240.0,29
V--abChiVVc_30_40,240.0,23
L9wD3kw-8FE_65_73,240.0,29
lAznAeFFldg_6_10,240.0,59
FA3OfhJK0mI_195_203,240.0,29
ok4cM6WTA5E_142_150,240.0,29
zSPBC8EO6dY_132_140,240.0,29
FAD8CbQuvco_35_45,240.0,23
0NPtAv3_uVI_46_54,240.0,29
wNv74rvkAw8_30_40,240.0,23
KPPCwmU5OHQ_258_266,240.0,29
Ms3QdGIzltU_10_20,240.0,23
6ZhKOK08tgM_225_233,240.0,29
wFPmKChNrhU_3_11,240.0,29
glii-kazad8_21_29,240.0,29
cR2yi-JnGcQ_8_16,240.0,29
CquJjlNuotg_147_155,240.0,29
Cx1We6GX4IM_0_8,241.0,30
g2IYQq7IkXc_124_132,241.0,30
AzMrltkXGJk_0_10,241.0,24
PECk9A-07Pw_1_9,241.0,30
P4IjNV3lZkQ_136_144,241.0,30
ZxqkAGNyo8A_12_22,241.0,24
hoinj6vyQ2g_8_16,241.0,30
BVjvRpmHg0w_157_165,241.0,30
n_Z0-giaspE_62_78,241.0,15
q-JHcsqJXWY_0_8,241.0,30
NjblUomxFQo_100_108,241.0,30
LjimLwAhAOQ_5_15,241.0,24
MY-rGamtAJc_6_22,241.0,15
l5JJ2n2ggiQ_319_327,241.0,30
0vmoZEaN_-o_5_21,241.0,15
v-9Gx0gJmfo_91_99,241.0,30
hNPZmTlY_3Q_0_8,241.0,30
rnawC5C8gSI_82_90,241.0,30
b_BuSVZwq6M_1_9,241.0,30
7EOqi_6rnkg_36_44,241.0,30
btuxO-C2IzE_64_72,241.0,30
4PcL6-mjRNk_47_55,241.0,30
vDhEpqfhVI0_0_8,241.0,30
X0UJaprpxrk_18_26,241.0,30
6njscWrdnM0_8_18,241.0,24
QjI3Y8ZKSqs_30_38,241.0,30
cLNrpO6wBk4_37_47,241.0,24
EpMuCrbxE8A_107_115,241.0,30
FeTaKOPVaJg_15_25,241.0,24
FeTaKOPVaJg_60_70,241.0,24
FxIuFwMhOu8_18_26,241.0,30
JAFGw0WRHHU_108_116,241.0,30
8yoUaH6wGLs_22_30,241.0,30
v7iIZXtpIb8_5_15,250.0,24
dP15zlyra3c_0_10,250.0,24
TxzxPyfsSxY_0_10,250.0,24
PuQVs2Ch1LY_5_15,251.0,25
iwpnUHFhjWc_84_94,251.0,25
BAf3LXFUaGs_28_38,251.0,25
zYcY4mjLpxU_45_55,251.0,25
dmyz_f8Sx14_56_66,251.0,25
5W02895vT8c_460_470,251.0,25
t8Nf1MK7lts_0_10,251.0,25
P6eo3LULuuc_1_11,251.0,25
_txL575S_OA_13_23,251.0,25
iCiGjZEV7VI_65_75,251.0,25
n6U-TGahwvs_100_110,251.0,25
POv7JaE3vJ8_40_50,251.0,25
3ftaoFnhTyY_140_150,251.0,25
6Lzq1HN33lE_5_15,251.0,25
lFyPUgJCmtU_100_110,251.0,25
jfrrO5K_vKM_55_65,251.0,25
WV9K6MbLjHA_106_116,251.0,25
giLxPCgLLqg_9_19,251.0,25
aK8liAv-28s_72_82,251.0,25
gtIz1u8g1F0_3_13,251.0,25
5W02895vT8c_312_322,251.0,25
yvfhk1kwKls_103_113,251.0,25
1hPxGmTGarM_9_19,251.0,25
QsvBYKaCXEc_5_15,251.0,25
elQqQfux7Po_12_22,251.0,25
Zqmx-nXhLAg_0_10,251.0,25
bDoCQEwghZU_201_211,251.0,25
27hs9W89FuI_0_10,251.0,25
AE9UaQwum8c_0_10,251.0,25
DAmOfcvfKZ0_22_32,251.0,25
SzEbtbNSg04_214_224,251.0,25
_JorUS-8Nlg_63_73,251.0,25
W8l_ezoU8Lc_76_86,251.0,25
xfRIRSWy0y0_10_20,251.0,25
qzQzooI4BqU_5_15,251.0,25
j2sOMdilDWU_87_97,251.0,25
d_BWuttLRFM_42_52,251.0,25
fJr2evLANsE_0_10,251.0,25
c_XV7nPoRg8_2_12,251.0,25
Ted3imMggC0_48_58,251.0,25
ZnLgsasu82g_71_81,251.0,25
TwQzFqBqgeA_0_10,251.0,25
HO_ovIrLWfQ_1_11,251.0,25
qPXynwa_2iM_15_25,251.0,25
qIXs7fUoLIg_1_11,251.0,25
4JVpbYmqfcI_5_19,252.0,59
dQmaVQZz7EE_1_18,253.0,32
_pBeOAMjGm8_1_18,255.0,14
oeaVXK2GAyc_4_21,256.0,15
j4dMnAPZu70_11_18,260.0,59
64Xn9edeWRA_0_11,265.0,24
u4T76jsPin0_0_11,265.0,24
HBCJYhUjVf0_0_9,266.0,29
-rkErLY0rRc_26_35,270.0,29
bxjFqtfJlMs_18_27,270.0,29
zSPBC8EO6dY_64_73,270.0,29
0lh_UWF9ZP4_94_103,270.0,29
gyOVZz7kXyM_1_10,270.0,29
c53HKs39i28_26_35,270.0,29
gHyXstpe_N8_116_125,270.0,29
05gNigkqfNU_25_34,270.0,29
qeKX-N1nKiM_133_142,270.0,29
aQWCKcg0VRU_321_339,270.0,14
FOOM-wA2rOY_77_86,270.0,29
J3_hkgu6MGc_43_52,270.0,29
6BrHPMdyVtU_1_10,270.0,29
UbmZAe5u5FI_132_141,270.0,29
UbmZAe5u5FI_101_110,270.0,29
K-czl524zxk_6_15,270.0,29
6t0BpjwYKco_118_127,270.0,29
6t0BpjwYKco_142_151,270.0,29
7NNg0_n-bS8_21_30,270.0,29
Td29-SApubM_48_57,270.0,29
TIubRrkku-4_1_10,270.0,29
88DOMJ11q2M_34_43,270.0,29
ul9Xvjt83eI_111_120,270.0,29
8yuPGwxwdPs_1_10,270.0,29
kuNQpRTc-hA_126_135,270.0,29
n016q1w8Q30_2_11,270.0,29
ACOmKiJDkA4_161_170,270.0,29
PHDmVhShE80_20_29,270.0,29
OUII8_aOfNM_60_69,270.0,29
OCcy9TDRGKo_118_127,270.0,29
Ar70p1_LcfM_2_20,270.0,14
o2X6UCaNqKA_27_36,270.0,29
NbOlG7THecM_25_34,270.0,29
NZWiKMZS_k8_39_48,270.0,29
MwOEK-KXSPc_1_10,270.0,29
M4It3DrhbE0_13_22,270.0,29
C9LHk0AJI7U_196_205,270.0,29
Kms3EXosNS0_8_17,270.0,29
Kf8oZGHDTt4_4_13,270.0,29
Dgf0VHMEtNs_57_66,270.0,29
nMBSDpB3WB8_5_14,270.0,29
WTf5EgVY5uU_66_75,270.0,29
s-QQWRdF-5Y_19_28,270.0,29
GMuijLIJH-U_1_10,270.0,29
21uB8g-jDZI_70_79,270.0,29
Gm1WnWVXYzQ_0_9,270.0,29
kk3TIio1-Uw_5_14,270.0,29
IhwPQL9dFYc_50_59,270.0,29
jDFn-1lXJ98_71_80,270.0,29
HmVPxs4ygMc_44_53,270.0,29
1pw5ZdRhiig_50_59,270.0,29
ZbzDGXEwtGc_6_15,270.0,29
a8PAY4rvzRM_1_10,270.0,29
ZbtpcGi2DWY_161_170,270.0,29
2YhDTpzxd3c_223_232,270.0,29
qeKX-N1nKiM_106_115,270.0,29
YXixZrSxefk_6_15,270.0,29
xkNDE1JL6Z8_50_59,270.0,29
4Hhdr1IPOGs_1_10,270.0,29
0ONJfp95yoE_1_10,271.0,30
nBJV56WUDng_38_47,271.0,30
HV12kTtdTT4_5_14,271.0,30
EiylMb_mWk4_2_20,271.0,15
ZdlG8fjGJlo_78_87,271.0,30
ruoHOXo2PRQ_2_20,271.0,15
F2Ny7rq9RKs_139_148,271.0,30
BVjvRpmHg0w_121_130,271.0,30
2xpIT0L4GqE_1_10,271.0,30
OVEe1DMsOq0_43_52,271.0,30
g2IYQq7IkXc_23_32,271.0,30
p6T3XrnYtFk_4_13,271.0,30
JK1R9k1WDpc_6_15,271.0,30
pfQPRXcihkI_135_144,271.0,30
aA05I5QaZnM_66_75,271.0,30
xOQn1z_oWDY_30_39,271.0,30
q7pOFn8s4zc_27_36,271.0,30
K-KVz3eqbnA_1_10,271.0,30
hWhKdXcqYeU_3_12,271.0,30
2L4oELbX8Ms_1_12,271.0,29
HzYtvOYOEoU_21_32,276.0,25
zTn-nNj5Bng_8_19,276.0,25
xaPepCVepCg_35_46,276.0,25
GY5Dl00LrEI_2_13,276.0,25
rV5VmhY3-Sw_65_76,276.0,25
JM4913Fe-ic_4_15,276.0,25
-FugkxLmGO4_5_16,276.0,25
Z3m9V8qPXhQ_13_24,276.0,25
Els1Cclg_sk_4_15,276.0,25
ao-9B8IV9_E_108_119,276.0,25
dEn5E-TNezw_13_23,278.0,27
00jrXRMlZOY_0_10,281.0,28
WinaH9SkW9c_11_38,282.0,10
OxL9z2BzBnk_0_19,286.0,15
Okg8QYhdtvU_73_92,286.0,15
AJJ-iQkbRNE_97_109,288.0,23
l57mQZvDaL4_10_30,288.0,15
GlW6n43pUQA_0_12,289.0,24
XOAgUVVwKEA_8_20,289.0,24
iUYWdCxvJCI_2_14,289.0,24
EPXsiQw9vvo_1_12,293.0,30
hM3jzlyNIpc_0_10,294.0,29
E2r6nnkwl0c_6_18,296.0,49
x1i0UOssll8_141_151,296.0,29
MICawzo1MqI_3_13,298.0,29
3chNlP5TeO8_0_10,298.0,29
ruNrdmjcNTc_0_5,300.0,59
fd7Ky1lEPT8_40_50,300.0,29
fr9H1WLcF1A_326_336,300.0,29
fqly5kyO2MI_10_20,300.0,29
uB9zRlV47qA_17_23,300.0,49
s-dSFyz_5Ww_13_23,300.0,29
yId1rg5-ac0_40_50,300.0,29
ibSwITK4jjQ_14_24,300.0,29
jCplbayVbtw_10_20,300.0,29
jCplbayVbtw_28_38,300.0,29
